,house_type,price,address,square,object_type,latitude,longitude,year_of_construction,building_type,rooms,sauna
2296,"Kerrostalo, 2023",780,"Vuoritontuntie 3 A, Niittykumpu, Espoo",29.0,1h+tpk+ransk.par,60.1735594,24.7645565,2023.0,Kerrostalo,1,True
2297,"Kerrostalo, 2023",731,"Vuoritontuntie 3 A, Niittykumpu, Espoo",23.0,1h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,1,False
2298,"Kerrostalo, 2023",790,"Vuoritontuntie 3 A, Niittykumpu, Espoo",29.0,1h+tpk+ransk.par,60.1735594,24.7645565,2023.0,Kerrostalo,1,True
2299,"Kerrostalo, 2023",1192,"Vuoritontuntie 3 A, Niittykumpu, Espoo",54.0,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2300,"Kerrostalo, 2023",1197,"Vuoritontuntie 3 A, Niittykumpu, Espoo",54.0,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2301,"Kerrostalo, 2023",874,"Vuoritontuntie 3 B, Niittykumpu, Espoo",34.0,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2302,"Kerrostalo, 2023",879,"Vuoritontuntie 3 B, Niittykumpu, Espoo",34.0,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2303,"Kerrostalo, 2023",737,"Vuoritontuntie 3 B, Niittykumpu, Espoo",23.0,1h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,1,False
2304,"Kerrostalo, 2023",1036,"Vuoritontuntie 3 C, Niittykumpu, Espoo",45.5,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2305,"Kerrostalo, 2023",795,"Vuoritontuntie 3 C, Niittykumpu, Espoo",29.0,1h+tpk+ransk.par,60.1735594,24.7645565,2023.0,Kerrostalo,1,True
2306,"Kerrostalo, 2023",742,"Vuoritontuntie 3 C, Niittykumpu, Espoo",23.0,1h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,1,False
2307,"Kerrostalo, 2023",820,"Vuoritontuntie 3 C, Niittykumpu, Espoo",28.5,1h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,1,False
2308,"Kerrostalo, 2013",887,"Rastasniityntie 1, Laaksolahti, Espoo",40.0,2H+KK,60.23275795000001,24.75245941649189,2013.0,Kerrostalo,2,False
2310,"Kerrostalo, 2013",989,"Ulappakatu 1, Espoonlahti, Espoo",46.5,2H+KT+S,60.1506629,24.6548474,2013.0,Kerrostalo,2,False
2311,"Rivitalo, 1995",1440,"Nurmilinnuntie 2, Karakallio, Espoo",76.5,3 H+K+S,60.2338595,24.78140350000957,1995.0,Rivitalo,3,False
2312,"Kerrostalo, 2014",840,"Kilonportti 5, Kilo, Espoo",46.5,2h + avok + p,60.2186378,24.78374950694753,2014.0,Kerrostalo,2,False
2313,"Kerrostalo, 2016",829,"Maakirjantie 1, Suurpelto, Espoo",39.5,2h+kt,60.1844025,24.7433777,2016.0,Kerrostalo,2,False
2314,"Kerrostalo, 2016",924,"Magneettikatu 1 A, Saunalahti, Espoo",53.0,2h+kt,60.16840905,24.61843866861156,2016.0,Kerrostalo,2,False
2315,"Kerrostalo, 2023",940,"Vuoritontuntie 3 A, Niittykumpu, Espoo",37.0,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2316,"Kerrostalo, 2023",965,"Vuoritontuntie 3 A, Niittykumpu, Espoo",42.5,2h+tpk+p+var,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2317,"Kerrostalo, 2023",1426,"Vuoritontuntie 3 B, Niittykumpu, Espoo",68.5,3h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,3,False
2318,"Kerrostalo, 2023",1086,"Vuoritontuntie 3 B, Niittykumpu, Espoo",49.5,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2319,"Kerrostalo, 2023",950,"Vuoritontuntie 3 B, Niittykumpu, Espoo",37.0,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2320,"Kerrostalo, 2003",839,"Numersinkatu 11 A, Leppävaara, Espoo",34.5,1h+kk+s,60.2159781,24.80884295553347,2003.0,Kerrostalo,1,True
2321,"Kerrostalo, 2023",910,"Kuvastimentie 1 A 19, Olari, Espoo",48.5,2h + kt,60.1790461,24.7141861,2023.0,Kerrostalo,2,False
2322,"Kerrostalo, 2023",845,"Kuvastimentie 1 A 37, Olari, Espoo",39.5,2h + kt,60.1790461,24.7141861,2023.0,Kerrostalo,2,False
2323,"Kerrostalo, 2023",930,"Kuvastimentie 1 A 35, Olari, Espoo",48.5,2h + kt,60.1790461,24.7141861,2023.0,Kerrostalo,2,False
2324,"Kerrostalo, 1959",1099,"Jousenkaari 7 A, Tapiola, Espoo",60.5,3h+k,60.1750351,24.78774281239369,1959.0,Kerrostalo,3,False
2325,"Kerrostalo, 2023",890,"Niittyportti 2, Niittykumpu, Espoo",37.5,2h + avok + p,60.1708303,24.7728183,2023.0,Kerrostalo,2,False
2327,"Kerrostalo, 2002",1149,"Huvilinnantie 6 A, Leppävaara, Espoo",61.5,3h+k+s,60.2152348,24.8068752,2002.0,Kerrostalo,3,True
2328,"Kerrostalo, 1971",729,"Soukankaari 11 E, Soukka, Espoo",32.0,1h+kk,60.1406215,24.6726976,1971.0,Kerrostalo,1,False
2329,"Kerrostalo, 2005",1290,"Myötätuulenmäki, 1, Saunalahti, Espoo",77.0,3h + tupak + vh,60.16279955,24.61560635435551,2005.0,Kerrostalo,3,False
2330,Kerrostalo,720,"Viherkallionkuja 3, Viherlaakso, Espoo",46.0,2h + k,60.23043615,24.74950476770833,,Kerrostalo,2,False
2331,"Kerrostalo, 1991",999,"Asemakuja 3, Espoon keskus, Espoo",59.5,2H+K,60.2051065,24.6604885,1991.0,Kerrostalo,2,False
2333,"Kerrostalo, 2019",1317,"Uuno Kailaan katu 5, Vermonniitty, Espoo",67.5,3H+KT,60.2133712,24.83391541881463,2019.0,Kerrostalo,3,False
2334,"Kerrostalo, 2022",759,"Piispanristi 2, Olari, Espoo",28.5,1H+KT,60.16554975,24.73719445,2022.0,Kerrostalo,1,False
2335,"Kerrostalo, 2018",853,"Koivu-Mankkaan tie 1, Tapiola, Espoo",31.0,1H+KT,60.1747538,24.7808189,2018.0,Kerrostalo,1,False
2336,"Kerrostalo, 2022",819,"Laidunmaanraitti 2, Nöykkiö, Espoo",32.5,2H+KT,60.1701772,24.66745076993057,2022.0,Kerrostalo,2,False
2338,"Kerrostalo, 2021",937,"Ylismäentie 12, Olari, Espoo",45.5,2H+KT,60.1787372,24.7420171,2021.0,Kerrostalo,2,False
2339,"Kerrostalo, 1983",975,"Ellipsikuja 2, Olari, Espoo",54.0,2H+K,60.17021555,24.73072615,1983.0,Kerrostalo,2,False
2340,"Kerrostalo, 1967",670,"Karakalliontie 5, Karakallio, Espoo",33.0,1h + k + vh,60.2271631,24.7641781,1967.0,Kerrostalo,1,False
2341,"Kerrostalo, 2018",837,"Marinkallio 6, Kivenlahti, Espoo",34.0,1H+KT,60.1583747,24.62116021839193,2018.0,Kerrostalo,1,False
2342,"Kerrostalo, 2022",857,"Niittykummuntie 12, Niittykumpu, Espoo",34.0,1H+KT,60.1673853,24.75411520311082,2022.0,Kerrostalo,1,False
2343,"Luhtitalo, 2017",755,"Kumppaninkuja 1 A, Kauklahti, Espoo",38.5,1h+kt,60.1999525,24.6067886,2017.0,Luhtitalo,1,False
2344,"Kerrostalo, 2018",769,"Perilänniitty 7 C, Vermonniitty, Espoo",29.5,1h+tk,60.2163582,24.8319782,2018.0,Kerrostalo,1,False
2345,"Kerrostalo, 2017",863,"Piilipuuntie 15 B, Suurpelto, Espoo",43.5,2 H + KT,60.1858108,24.7397412,2017.0,Kerrostalo,2,False
2346,"Kerrostalo, 2017",827,"Piilipuuntie 15 C, Suurpelto, Espoo",42.5,2 H + KT,60.1858108,24.7397412,2017.0,Kerrostalo,2,False
2347,"Kerrostalo, 2017",1407,"Piilipuuntie 15 C, Suurpelto, Espoo",81.0,4 H + K,60.1858108,24.7397412,2017.0,Kerrostalo,4,False
2348,Kerrostalo,680,"Tiimalasintie 6 A, Saunalahti, Espoo",25.0,1h+kt,60.16782165,24.61438440876308,,Kerrostalo,1,False
2349,"Kerrostalo, 2021",769,"Kappelirinne 4 A, Niittykumpu, Espoo",28.5,1h+kt,60.16808135,24.76207515709614,2021.0,Kerrostalo,1,False
2351,"Kerrostalo, 1965",680,"Pitkänkalliontie 11 A, Haukilahti, Espoo",31.0,"1k, kk ja kph",60.157476200000005,24.7784780026274,1965.0,Kerrostalo,1,False
2352,"Kerrostalo, 2015",835,"Taivalmäki 5 B, Niittykumpu, Espoo",33.0,1h+kk,60.1691746,24.7749073,2015.0,Kerrostalo,1,False
2353,"Kerrostalo, 2020",785,"Majurinkatu 3 C, Vermonniitty, Espoo",29.5,1h+kt,60.213892,24.8266541,2020.0,Kerrostalo,1,False
2354,"Kerrostalo, 2009",979,"Nelikkokuja 12 A, Matinkylä, Espoo",46.0,2h+kk+s,60.1607623,24.7413193144382,2009.0,Kerrostalo,2,True
2355,"Kerrostalo, 1973",899,"Jälkimaininki 4, Kivenlahti, Espoo",58.5,2H+K,60.1541006,24.64464814081865,1973.0,Kerrostalo,2,False
2356,"Kerrostalo, 2014",1377,"Kilonportti 3, Kilo, Espoo",72.0,3H+KT,60.2187977,24.784399906947527,2014.0,Kerrostalo,3,False
2357,"Kerrostalo, 2020",829,"Uuno Kailaan katu 6, Vermonniitty, Espoo",28.0,1H+KT,60.21290685,24.8318242542036,2020.0,Kerrostalo,1,False
2358,"Kerrostalo, 2020",925,"Marinportti 5 B, Kivenlahti, Espoo",48.0,2h+avok+alkovi+kph+s+lp,60.1568905,24.6258447,2020.0,Kerrostalo,2,True
2359,"Kerrostalo, 1972",899,"Alakartanontie 13 C, Soukka, Espoo",60.5,2h+k,60.1349115,24.6692921,1972.0,Kerrostalo,2,False
2360,"Kerrostalo, 1958",755,"Pohjantie 8, Tapiola, Espoo",26.5,1h + kk,60.179279,24.7985462,1958.0,Kerrostalo,1,False
2361,"Luhtitalo, 2017",1150,"Kumppaninkuja 1 D, Kauklahti, Espoo",63.5,3h+kt,60.1999525,24.6067886,2017.0,Luhtitalo,3,False
2362,"Kerrostalo, 2020",1044,"Kuusiniementie 21, Viherlaakso, Espoo",63.0,3H+KT,60.2259933,24.7388345,2020.0,Kerrostalo,3,False
2363,"Kerrostalo, 2022",945,"Espoonlahdenkatu 4, Espoonlahti, Espoo",39.5,"2h,kt,p",60.1485116,24.657676843553297,2022.0,Kerrostalo,2,False
2364,Kerrostalo,2357,"Jousenkaari 5, Tapiola, Espoo",60.0,3h+k,60.1746388,24.7880817,,Kerrostalo,3,False
2365,"Kerrostalo, 2022",1390,"Kalevalantie 8 D, Pohjois-Tapiola, Espoo",59.0,3h+kt,60.1828181,24.7925574,2022.0,Kerrostalo,3,False
2366,"Kerrostalo, 2020",939,"Kirkkojärventie 10, Espoon keskus, Espoo",42.5,2H+KT,60.2059528,24.6574702,2020.0,Kerrostalo,2,False
2367,"Kerrostalo, 2018",979,"Marinkallio 4, Kivenlahti, Espoo",48.5,2H+KT,60.15845435,24.61975890366556,2018.0,Kerrostalo,2,False
2368,"Kerrostalo, 2020",859,"Suurpellon puistokatu 7 B, Suurpelto, Espoo",40.5,2h+kt,60.1844255,24.7442586,2020.0,Kerrostalo,2,False
2369,"Kerrostalo, 2023",1333,"Vuoritontuntie 3 A, Niittykumpu, Espoo",60.0,3h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,3,False
2370,"Kerrostalo, 2023",742,"Vuoritontuntie 3 A, Niittykumpu, Espoo",23.0,1h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,1,False
2371,"Kerrostalo, 2023",955,"Vuoritontuntie 3 A, Niittykumpu, Espoo",37.0,2h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2372,"Kerrostalo, 2023",1407,"Vuoritontuntie 3 B, Niittykumpu, Espoo",66.5,3h+tpk+p+var,60.1735594,24.7645565,2023.0,Kerrostalo,3,False
2373,"Kerrostalo, 2023",970,"Vuoritontuntie 3 B, Niittykumpu, Espoo",42.5,2h+tpk+p+var,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2374,"Kerrostalo, 2023",1436,"Vuoritontuntie 3 B, Niittykumpu, Espoo",68.5,3h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,3,False
2375,"Kerrostalo, 2023",980,"Vuoritontuntie 3 B, Niittykumpu, Espoo",42.5,2h+tpk+p+var,60.1735594,24.7645565,2023.0,Kerrostalo,2,False
2376,"Kerrostalo, 2023",785,"Vuoritontuntie 3 C, Niittykumpu, Espoo",29.0,1h+tpk+ransk.par,60.1735594,24.7645565,2023.0,Kerrostalo,1,True
2377,"Kerrostalo, 2023",733,"Vuoritontuntie 3 C, Niittykumpu, Espoo",23.0,1h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,1,False
2378,"Kerrostalo, 2023",810,"Vuoritontuntie 3 C, Niittykumpu, Espoo",28.5,1h+tpk+p,60.1735594,24.7645565,2023.0,Kerrostalo,1,False
2379,"Kerrostalo, 2022",939,"Henttaan puistokatu 16, Suurpelto, Espoo",39.5,2H+KT,60.1901271,24.741484,2022.0,Kerrostalo,2,False
2380,"Kerrostalo, 1972",800,"Alakartanontie 2 A, Soukka, Espoo",51.0,2h+k+kph+parveke,60.1349115,24.6692921,1972.0,Kerrostalo,2,False
2381,"Kerrostalo, 2017",895,"Ristiniementie 19 B, Laurinlahti, Espoo",35.5,1h+kt+alkovi+kph+parveke,60.1415426,24.6564834,2017.0,Kerrostalo,1,False
2382,"Kerrostalo, 2021",899,"Runoratsunkatu 11, Vermonniitty, Espoo",30.5,1H+KT,60.2149683,24.82953268872581,2021.0,Kerrostalo,1,False
2384,"Kerrostalo, 1970",1090,"Soukankuja 16, Soukka, Espoo",77.0,3h + k,60.1371772,24.669205,1970.0,Kerrostalo,3,False
2385,"Kerrostalo, 1959",1300,"Jousenkaari 9, Tapiola, Espoo",27.0,1h + k,60.17527195,24.78877821468325,1959.0,Kerrostalo,1,False
2386,"Kerrostalo, 1973",739,"Aalto 4 B, Kivenlahti, Espoo",38.5,1h+k,60.1500555,24.6392372,1973.0,Kerrostalo,1,False
2387,"Kerrostalo, 1973",779,"Aalto 4 C, Kivenlahti, Espoo",38.5,1h+k,60.1500555,24.6392372,1973.0,Kerrostalo,1,False
2388,"Kerrostalo, 2012",970,"Adjutantinkatu 3 A, Mäkkylä, Espoo",46.0,2h+kk+s,60.22156265,24.834185710725823,2012.0,Kerrostalo,2,True
2389,"Kerrostalo, 2022",738,"Espoonlahdenkatu 10 as, Espoonlahti, Espoo",27.5,1h+kt,60.1485601,24.6580334,2022.0,Kerrostalo,1,False
2390,"Kerrostalo, 2020",810,"Kuvastimentie 1 F, Olari, Espoo",36.5,1h+kk,60.1790461,24.7141861,2020.0,Kerrostalo,1,False
2391,"Kerrostalo, 2003",910,"Nelikkotie 8 B, Matinkylä, Espoo",44.5,2h+kk,60.1619618,24.7498391,2003.0,Kerrostalo,2,False
2392,"Omakotitalo, 1968",550,"Kirvuntie 17, Laajalahti, Espoo",16.0,1h + avok,60.20137755,24.80439854215165,1968.0,Omakotitalo,1,False
2393,"Kerrostalo, 2022",1435,"Niittykummuntie 12 C, Niittykumpu, Espoo",69.5,3h+kt,60.17051,24.759057,2022.0,Kerrostalo,3,False
2394,"Kerrostalo, 2021",750,"Peuraniitty 1 G, Sepänkylä, Espoo",38.0,1h+kt,60.204458,24.7380923,2021.0,Kerrostalo,1,False
2395,"Kerrostalo, 2010",784,"Vesirattaanmäki 1 A, Vesirattaanmäki, Espoo",41.0,2h+kk+parveke,60.2276479,24.66671505,2010.0,Kerrostalo,2,False
2396,"Kerrostalo, 2014",1340,"Niittytaival 9 B 35, Niittykumpu, Espoo",70.5,3h + avok + s + p,60.1694757,24.7752675,2014.0,Kerrostalo,3,True
2397,"Kerrostalo, 1979",1100,"Ristiaallokonkatu 6, Espoonlahti, Espoo",73.0,3h + k + p,60.1538873,24.642034988291925,1979.0,Kerrostalo,3,False
2398,"Kerrostalo, 1969",1199,"Matinkatu 10 A, Matinkylä, Espoo",72.0,3h+k,60.1585792,24.7458675,1969.0,Kerrostalo,3,False
2399,"Kerrostalo, 1990",859,"Kala-Matti 3 C, Matinkylä, Espoo",44.5,2h+kk,60.1583854,24.7374442,1990.0,Kerrostalo,2,False
2400,"Kerrostalo, 2016",1250,"Magneettikatu 8 A, Saunalahti, Espoo",70.5,3h+k,60.1694759,24.61710707713185,2016.0,Kerrostalo,3,False
2402,"Kerrostalo, 2017",1099,"Niittysillankulma 2 D, Niittykumpu, Espoo",57.5,2h+kt+s,60.1696563,24.7656265,2017.0,Kerrostalo,2,True
2403,"Kerrostalo, 2020",959,"Majurinkatu 3 C, Vermonniitty, Espoo",47.0,2h+kt,60.213892,24.8266541,2020.0,Kerrostalo,2,False
2404,"Kerrostalo, 2018",937,"Marinkallio 6, Kivenlahti, Espoo",47.5,1H+KT,60.1583747,24.62116021839193,2018.0,Kerrostalo,1,False
2405,"Kerrostalo, 2019",931,"ANNA SAHLSTÉNIN KATU 10 A, Vermonniitty, Espoo",50.0,2 H + KT,60.21383315,24.82773988586968,2019.0,Kerrostalo,2,False
2406,"Kerrostalo, 2022",948,"Nuttukuja 8 A, Niittykumpu, Espoo",46.5,2h+avok+kph+lasit.p,60.1718611,24.770266298607392,2022.0,Kerrostalo,2,True
2407,"Kerrostalo, 2022",685,"Linda Tannerin kuja 1, Henttaa, Espoo",23.5,1h + avok + p,60.1880873,24.7352009,2022.0,Kerrostalo,1,False
2408,"Kerrostalo, 2022",799,"Niittykummuntie 12, Niittykumpu, Espoo",30.0,1H+KT,60.1673853,24.75411520311082,2022.0,Kerrostalo,1,False
2409,"Kerrostalo, 2018",828,"Koivu-Mankkaan tie 1, Tapiola, Espoo",28.0,1H+KT,60.1747538,24.7808189,2018.0,Kerrostalo,1,False
2410,"Kerrostalo, 2018",919,"Marinkallio 6, Kivenlahti, Espoo",43.0,1H+KT,60.1583747,24.62116021839193,2018.0,Kerrostalo,1,False
2411,"Kerrostalo, 1985",867,"Servinkuja 3, Otaniemi, Espoo",30.0,1H+KK,60.1911143,24.8357843,1985.0,Kerrostalo,1,False
2412,"Kerrostalo, 1980",919,"Joupinrinne 4, Suvela, Espoo",57.0,2H+K,60.20265875,24.67853516556904,1980.0,Kerrostalo,2,False
2414,"Kerrostalo, 2022",965,"Espoonlahdenkatu 4, Espoonlahti, Espoo",38.5,"2h,kt,p",60.1485116,24.657676843553297,2022.0,Kerrostalo,2,False
2415,"Kerrostalo, 1965",835,"Kotkatie 6 H, Karakallio, Espoo",47.0,2h+kk,60.2290148,24.7619614,1965.0,Kerrostalo,2,False
2416,"Kerrostalo, 1970",670,"Tornihaukantie 6 B, Karakallio, Espoo",32.0,1h+kk+kph+alkovi,60.2283673,24.7764727,1970.0,Kerrostalo,1,False
2417,"Kerrostalo, 2010",1494,"Porarinkatu 2 D, Leppävaara, Espoo",83.5,3h+k+s,60.2250231,24.8206659,2010.0,Kerrostalo,3,True
2418,"Kerrostalo, 1971",1149,"Soukankaari 11 H, Soukka, Espoo",80.0,3h+k,60.1406215,24.6726976,1971.0,Kerrostalo,3,False
2419,"Kerrostalo, 2018",956,"Lindankuja 2, Kauklahti, Espoo",52.0,2h+kt+s,60.190345750000006,24.587338467167434,2018.0,Kerrostalo,2,True
2420,"Kerrostalo, 2003",1359,"Rauhalanpuisto 4, Matinkylä, Espoo",66.5,3H+KK+S,60.16416340000001,24.745037183629204,2003.0,Kerrostalo,3,False
2421,"Kerrostalo, 2021",847,"Runoratsunkatu 11, Vermonniitty, Espoo",33.5,1H+KT,60.2149683,24.82953268872581,2021.0,Kerrostalo,1,False
2422,"Kerrostalo, 1965",888,"Keijuniityntie 5 B, Pohjois-Tapiola, Espoo",56.0,2h+kk+kph+las.parveke,60.1865426,24.8019171,1965.0,Kerrostalo,2,True
2423,"Kerrostalo, 2019",818,"NIITTYKATU 1 E, Niittykumpu, Espoo",28.5,1 H + KT,60.1680961,24.7597099,2019.0,Kerrostalo,1,False
2424,"Kerrostalo, 2017",846,"Piilipuuntie 15 A, Suurpelto, Espoo",43.5,2 H + KT,60.1858108,24.7397412,2017.0,Kerrostalo,2,False
2425,"Kerrostalo, 2011",819,"Valakuja 8, Espoon keskus, Espoo",32.5,1H+KT,60.20254625,24.658588616316177,2011.0,Kerrostalo,1,False
2426,"Kerrostalo, 1969",1247,"Soukanahde 4, Soukka, Espoo",74.5,3H+K,60.14040865,24.674301515090505,1969.0,Kerrostalo,3,False
2427,"Kerrostalo, 2021",1295,"Ylismäentie 12, Olari, Espoo",60.0,3H+KT,60.1787372,24.7420171,2021.0,Kerrostalo,3,False
2428,"Kerrostalo, 2001",776,"NELIKKOTIE 2 C, Matinkylä, Espoo",35.0,1 H + K,60.162125450000005,24.74098246535823,2001.0,Kerrostalo,1,False
2429,"Kerrostalo, 1971",875,"Kaskivuorenkuja 3 A, Soukka, Espoo",53.5,2h+k,60.1401398,24.6666043,1971.0,Kerrostalo,2,False
2430,Kerrostalo,820,"Niittykatu 11 A, Niittykumpu, Espoo",29.0,1h+kt+ tilava lasitettu parveke,60.16753705,24.75849642053818,,Kerrostalo,1,True
2431,"Kerrostalo, 2020",795,"Majurinkatu 3 B, Vermonniitty, Espoo",30.0,1h+kt,60.2136788,24.8266391,2020.0,Kerrostalo,1,False
2432,"Kerrostalo, 2019",990,"Sininärhentie 3, Vallikallio, Espoo",54.5,2h+tk+s,60.2292236,24.823832310262304,2019.0,Kerrostalo,2,True
2433,"Kerrostalo, 1955",795,"Otsonkallio 3 R, Tapiola, Espoo",46.0,2h+k+kph,60.1800984,24.8182621,1955.0,Kerrostalo,2,False
2434,"Rivitalo, 1988",1248,"Kellarikuja 2 A, Kilo, Espoo",79.0,4h+k+kph+w+s,60.207764,24.773305,1988.0,Rivitalo,4,True
2435,"Rivitalo, 1985",2500,"Munkkiluodonkuja 1, Westend, Espoo",82.0,3h + avok + s + p,60.16046875000001,24.790890824164787,1985.0,Rivitalo,3,True
2436,"Kerrostalo, 1999",1100,"Itsehallintotie 1, Leppävaara, Espoo",73.5,3H+K+S,60.211560000000006,24.82082396648025,1999.0,Kerrostalo,3,False
2437,"Omakotitalo, 1982",430,"Kuninkaankartanontie 48, Mankki, Espoo",11.0,5h + avok + s + p,60.193313450000005,24.57169691337591,1982.0,Omakotitalo,5,True
2438,"Kerrostalo, 1992",740,"Espoonaukio 7 B 27, Espoon keskus, Espoo",32.0,1 h + tk + p,60.2063271,24.6592761,1992.0,Kerrostalo,1,False
2439,"Kerrostalo, 1992",860,"Espoonaukio 7 A 5, Espoon keskus, Espoo",47.0,2 h + kk + p,60.2063271,24.6592761,1992.0,Kerrostalo,2,False
2440,"Kerrostalo, 1992",813,"Reviisorinkatu 3 C 35, Espoon keskus, Espoo",51.5,2h+kk+p,60.2060551,24.6669216,1992.0,Kerrostalo,2,False
2441,"Rivitalo, 2018",1300,"Lindankuja 2 E, Kauklahti, Espoo",66.0,3h+kt+s,60.190738,24.5877203,2018.0,Rivitalo,3,True
2442,"Kerrostalo, 2020",808,"Kaarlo Sarkian katu 10 D, Vermonniitty, Espoo",31.5,1h+kt+alk,60.2150821,24.8341062,2020.0,Kerrostalo,1,False
2443,"Kerrostalo, 1966",784,"Kiiskenevä 2 D, Haukilahti, Espoo",32.0,1h+kk,60.1645691,24.7761501,1966.0,Kerrostalo,1,False
2444,"Kerrostalo, 2022",930,"Niittykummuntie 12 C, Niittykumpu, Espoo",45.0,2h+kt,60.17051,24.759057,2022.0,Kerrostalo,2,False
2445,"Kerrostalo, 2018",928,"Niittyportinpolku 2 B, Niittykumpu, Espoo",39.5,1h+kt,60.1692158,24.771802,2018.0,Kerrostalo,1,False
2446,"Kerrostalo, 1980",800,"Vallikatu 17, Vallikallio, Espoo",56.0,"2h, k, kh, lasitettu parveke",60.22901525,24.81668201638828,1980.0,Kerrostalo,2,True
2447,"Kerrostalo, 1969",1249,"Matinraitti 11 D, Matinkylä, Espoo",74.0,3h+k,60.157345,24.7446253,1969.0,Kerrostalo,3,False
2448,"Kerrostalo, 2002",1249,"Huvilinnantie 6 A, Leppävaara, Espoo",68.0,3h+k+s,60.2152348,24.8068752,2002.0,Kerrostalo,3,True
2449,"Kerrostalo, 2013",1549,"Matinniitynkuja 8 B, Matinkylä, Espoo",86.5,4h+k+s,60.1590551,24.7425409,2013.0,Kerrostalo,4,True
2450,"Kerrostalo, 2003",1096,"Ratsukatu 4 A, Leppävaara, Espoo",50.5,2H+K+S+P,60.21776055,24.807228878287347,2003.0,Kerrostalo,2,False
2451,"Kerrostalo, 2021",1050,"Reelinkikatu 5 A, Saunalahti, Espoo",53.0,3h+kt,60.16756795,24.62071416630525,2021.0,Kerrostalo,3,False
2452,"Kerrostalo, 2020",1595,"Niittykatu 10 D, Niittykumpu, Espoo",83.5,4h+kt,60.1680961,24.7597099,2020.0,Kerrostalo,4,False
2453,"Kerrostalo, 2009",858,"Saunalahdenkatu 16 A, Saunalahti, Espoo",51.0,2h+kk+s,60.16551365,24.615418184392496,2009.0,Kerrostalo,2,True
2454,"Kerrostalo, 1985",695,"Vallikatu 9 D, Vallikallio, Espoo",30.0,1h+ k+kph+terassi+piha,60.2286965,24.8140149,1985.0,Kerrostalo,1,True
2455,"Kerrostalo, 1992",990,"Ellipsipolku 4, Olari, Espoo",58.0,2h + kk + p,60.1704386,24.7279358,1992.0,Kerrostalo,2,False
2456,"Kerrostalo, 1968",750,"Iivisniemenkuja 4 F, Iivisniemi, Espoo",42.0,2h+kk+kph+p,60.1493135,24.6922781,1968.0,Kerrostalo,2,False
2457,"Kerrostalo, 1977",695,"Leilankuja 6 A, Matinkylä, Espoo",31.0,1h + k,60.154343,24.7426718,1977.0,Kerrostalo,1,False
2458,"Kerrostalo, 2013",945,"Niittytaival 9, Niittykumpu, Espoo",49.0,2h+kt,60.16960135,24.77444315842302,2013.0,Kerrostalo,2,False
2459,"Kerrostalo, 2019",891,"Klovinportti 2, Mankkaa, Espoo",41.5,2h+kt,60.20366755,24.75772816662774,2019.0,Kerrostalo,2,False
2460,"Kerrostalo, 1974",1137,"Joupinmäenrinne 6, Suvela, Espoo",76.0,3H+K,60.20343895,24.67494404576739,1974.0,Kerrostalo,3,False
2461,Luhtitalo,599,"Vanha Muuralantie 2 B 9, Muurala, ESPOO",23.0,1h + avok,60.2152876,24.6313168,,Luhtitalo,1,False
2463,"Kerrostalo, 1995",899,"Porarinkatu 8 A, Leppävaara, Espoo",45.0,2h+kk+s,60.22461795,24.817238068963626,1995.0,Kerrostalo,2,True
2464,"Kerrostalo, 2021",760,"Tiimalasintie 6, Saunalahti, Espoo",30.0,2h+k+parv,60.16782165,24.61438440876308,2021.0,Kerrostalo,2,False
2466,"Kerrostalo, 2015",1575,"Revontulentie 11, Tapiola, Espoo",69.5,3h+kt+s,60.17206465,24.80402984676821,2015.0,Kerrostalo,3,True
2467,"Kerrostalo, 2015",1235,"Nihtitorpankuja 5 A, Kilo, Espoo",68.5,3h+kt+s,60.2081161,24.757012572412343,2015.0,Kerrostalo,3,True
2468,"Kerrostalo, 2021",1125,"Niittykummuntie 4 A, Niittykumpu, Espoo",52.0,3h+kt,60.169507,24.757967228425752,2021.0,Kerrostalo,3,False
2469,"Kerrostalo, 1978",1690,"Tietäjäntie 11 A, Tapiola, Espoo",91.5,4h+k,60.18776415,24.802337287061405,1978.0,Kerrostalo,4,False
