Unnamed: 0,house_type,price,address,square,object_type,price_per_square,year_of_construction,building_type,rooms,sauna,latitude,longitude
2598,"Maison de ville, 2016",671320,"92 Quai Perrache, Lyon",85.7,"5 pièces, duplex",7833,2016.0,Maison de ville,5,False,45.6947421,4.8293705
2599,"Résidence de standing, 1972",559584,"4 Place Bellecour, Lyon",117.2,"3 pièces, terrasse",4775,1972.0,Résidence de standing,3,False,45.8207779,4.9190489
2600,"Résidence de standing, 2022",565223,"17 Rue Pasteur, Lyon",27.4,"2 pièces, balcon",20629,2022.0,Résidence de standing,2,False,45.7158873,4.8861389
2601,"Maison de ville, 1990",752772,"10 Rue de la République, Lyon",92.5,"3 pièces, ascenseur",8138,1990.0,Maison de ville,3,False,45.7200811,4.9245054
2602,"Appartement, 2023",119880,"13 Rue de Marseille, Lyon",88.5,"3 pièces, terrasse",1355,2023.0,Appartement,3,False,45.7848983,4.8193111
2603,"Résidence étudiante, 2005",363090,"92 Quai Perrache, Lyon",82.2,Studio,4417,2005.0,Résidence étudiante,1,False,45.7140132,4.7968451
2604,"Studio, 1995",794477,"17 Rue Pasteur, Lyon",43.6,"4 pièces, jardin",18222,1995.0,Studio,4,False,45.7203567,4.9035542
2605,"Appartement, 2016",136985,"92 Quai Perrache, Lyon",64.1,"4 pièces, jardin",2137,2016.0,Appartement,4,False,45.7685276,4.7603315
2606,"Résidence de standing, 1974",365889,"17 Rue Pasteur, Lyon",116.7,"2 pièces, balcon",3135,1974.0,Résidence de standing,2,False,45.7965492,4.9439037
2607,"Maison jumelée, 2013",724147,"27 Rue du Président Édouard Herriot, Lyon",114.0,"3 pièces, terrasse",6352,2013.0,Maison jumelée,3,False,45.8340005,4.8316987
2608,"Loft, 1997",584915,"27 Rue du Président Édouard Herriot, Lyon",79.1,1 pièce,7395,1997.0,Loft,1,False,45.6961702,4.8600825
2609,"Loft, 2010",462364,"17 Rue Pasteur, Lyon",100.8,Studio,4587,2010.0,Loft,1,False,45.6906888,4.9020553
2610,"Résidence de standing, 2007",409396,"2 Rue Victor Hugo, Lyon",118.9,2 pièces,3443,2007.0,Résidence de standing,2,False,45.7519843,4.8563418
2611,"Appartement, 1979",95115,"13 Rue de Marseille, Lyon",30.5,"2 pièces, balcon",3119,1979.0,Appartement,2,False,45.8668795,4.8468292
2612,"Maison individuelle, 2005",696737,"25 Quai Saint-Antoine, Lyon",96.4,4 pièces,7228,2005.0,Maison individuelle,4,False,45.818843,4.9440344
2613,"Résidence étudiante, 1989",276603,"8 Avenue Jean Jaurès, Lyon",80.5,"4 pièces, jardin",3436,1989.0,Résidence étudiante,4,False,45.8698256,4.8854227
2614,"Appartement, 2005",123447,"92 Quai Perrache, Lyon",50.4,"4 pièces, jardin",2449,2005.0,Appartement,4,False,45.8123982,4.8186661
2615,"Résidence étudiante, 2006",618410,"5 Rue Garibaldi, Lyon",70.0,"5 pièces, duplex",8834,2006.0,Résidence étudiante,5,False,45.773393,4.9342047
2616,"Loft, 2009",538616,"5 Rue Garibaldi, Lyon",69.8,"4 pièces, parking",7717,2009.0,Loft,4,False,45.7690604,4.8006573
2617,"Résidence de standing, 2017",460987,"13 Rue de Marseille, Lyon",34.9,"4 pièces, jardin",13209,2017.0,Résidence de standing,4,False,45.7782864,4.800295
2618,"Loft, 1979",484772,"10 Rue de la République, Lyon",33.6,1 pièce,14428,1979.0,Loft,1,False,45.8501867,4.7812723
2619,"Immeuble, 1985",413458,"27 Rue du Président Édouard Herriot, Lyon",118.3,"5 pièces, duplex",3495,1985.0,Immeuble,5,False,45.705319,4.9003472
2620,"Maison de ville, 2012",492674,"13 Rue de Marseille, Lyon",38.3,"4 pièces, jardin",12864,2012.0,Maison de ville,4,False,45.8504125,4.8830266
2621,"Studio, 2013",664037,"92 Quai Perrache, Lyon",30.9,"4 pièces, jardin",21490,2013.0,Studio,4,False,45.8246764,4.8501098
2622,"Penthouse, 1987",699695,"5 Rue Garibaldi, Lyon",50.1,1 pièce,13966,1987.0,Penthouse,1,False,45.7445712,4.9149778
2623,"Maison individuelle, 1998",299371,"92 Quai Perrache, Lyon",32.6,3 pièces,9183,1998.0,Maison individuelle,3,False,45.7354484,4.7685168
2624,"Maison jumelée, 2013",477407,"25 Quai Saint-Antoine, Lyon",28.1,5 pièces,16990,2013.0,Maison jumelée,5,False,45.75315,4.9445714
2625,"Maison de ville, 2022",406042,"10 Rue de la République, Lyon",113.6,"3 pièces, terrasse",3574,2022.0,Maison de ville,3,False,45.8392333,4.7687611
2626,"Résidence étudiante, 1987",655602,"17 Rue Pasteur, Lyon",73.3,2 pièces,8944,1987.0,Résidence étudiante,2,False,45.6995078,4.8934456
2627,"Résidence étudiante, 1993",529291,"10 Rue de la République, Lyon",98.3,2 pièces,5384,1993.0,Résidence étudiante,2,False,45.7050394,4.9298535
2628,"Studio, 2001",234027,"8 Avenue Jean Jaurès, Lyon",24.0,"3 pièces, terrasse",9751,2001.0,Studio,3,False,45.8162538,4.8937844
2629,"Résidence étudiante, 1977",608822,"25 Quai Saint-Antoine, Lyon",87.3,Studio,6974,1977.0,Résidence étudiante,3,False,45.7051175,4.8540741
2630,"Résidence de standing, 1989",364446,"10 Rue de la République, Lyon",18.1,2 pièces,20135,1989.0,Résidence de standing,2,False,45.7431766,4.8534891
2631,"Maison jumelée, 2002",762325,"13 Rue de Marseille, Lyon",44.5,"3 pièces, ascenseur",17131,2002.0,Maison jumelée,3,False,45.8153538,4.7804359
2632,"Maison jumelée, 1973",770625,"4 Place Bellecour, Lyon",47.1,3 pièces,16361,1973.0,Maison jumelée,3,False,45.7776618,4.9425686
2633,"Maison individuelle, 2019",293439,"25 Quai Saint-Antoine, Lyon",33.0,"3 pièces, terrasse",8892,2019.0,Maison individuelle,3,False,45.7614249,4.7529427
2634,"Appartement, 1999",126255,"4 Place Bellecour, Lyon",20.3,"3 pièces, terrasse",6219,1999.0,Appartement,3,False,45.8246053,4.9392363
2635,"Immeuble, 1984",793002,"2 Rue Victor Hugo, Lyon",19.3,5 pièces,41088,1984.0,Immeuble,5,False,45.8434572,4.7579718
2636,"Studio, 1985",577836,"10 Rue de la République, Lyon",28.5,"4 pièces, jardin",20275,1985.0,Studio,4,False,45.833415,4.9203557
2637,"Appartement, 2021",115944,"5 Rue Garibaldi, Lyon",31.2,5 pièces,3716,2021.0,Appartement,5,False,45.849987,4.7836721
2638,"Maison de ville, 2010",545708,"8 Avenue Jean Jaurès, Lyon",119.5,"3 pièces, terrasse",4567,2010.0,Maison de ville,3,False,45.7138354,4.8687981
2639,"Loft, 2015",583320,"27 Rue du Président Édouard Herriot, Lyon",41.2,2 pièces,14158,2015.0,Loft,2,False,45.7882278,4.8725508
2640,"Maison de ville, 2003",403902,"92 Quai Perrache, Lyon",58.8,1 pièce,6869,2003.0,Maison de ville,1,False,45.8209493,4.7770726
2641,"Résidence étudiante, 1978",222982,"10 Rue de la République, Lyon",83.7,Studio,2664,1978.0,Résidence étudiante,1,False,45.6977615,4.8795098
2642,"Studio, 1983",747241,"92 Quai Perrache, Lyon",30.3,"4 pièces, jardin",24661,1983.0,Studio,4,False,45.7239484,4.8906714
2643,"Résidence étudiante, 2003",326198,"25 Quai Saint-Antoine, Lyon",111.1,"2 pièces, balcon",2936,2003.0,Résidence étudiante,2,False,45.7256729,4.8510794
2644,"Maison individuelle, 2012",426032,"5 Rue Garibaldi, Lyon",26.9,"3 pièces, terrasse",15838,2012.0,Maison individuelle,3,False,45.6905577,4.8988452
2645,"Maison individuelle, 1992",377321,"17 Rue Pasteur, Lyon",87.5,4 pièces,4312,1992.0,Maison individuelle,4,False,45.8521721,4.8548517
2646,"Maison individuelle, 2017",290340,"2 Rue Victor Hugo, Lyon",22.1,"2 pièces, balcon",13138,2017.0,Maison individuelle,2,False,45.7264413,4.8280089
2647,"Loft, 1994",365040,"27 Rue du Président Édouard Herriot, Lyon",84.5,"3 pièces, ascenseur",4320,1994.0,Loft,3,False,45.8598064,4.7657941
2648,"Maison de ville, 1994",293220,"13 Rue de Marseille, Lyon",40.7,"4 pièces, parking",7204,1994.0,Maison de ville,4,False,45.7225532,4.8540051
2649,"Studio, 2000",235424,"13 Rue de Marseille, Lyon",95.1,1 pièce,2476,2000.0,Studio,1,False,45.8274948,4.8816999
2650,"Penthouse, 2000",535118,"25 Quai Saint-Antoine, Lyon",102.3,5 pièces,5231,2000.0,Penthouse,5,False,45.7420464,4.8207608
2651,"Penthouse, 2018",444439,"13 Rue de Marseille, Lyon",79.7,1 pièce,5576,2018.0,Penthouse,1,False,45.8643577,4.8177729
2652,"Résidence étudiante, 1982",756341,"5 Rue Garibaldi, Lyon",96.1,"3 pièces, terrasse",7870,1982.0,Résidence étudiante,3,False,45.7574537,4.8267278
2653,"Maison individuelle, 1989",234710,"92 Quai Perrache, Lyon",63.8,3 pièces,3679,1989.0,Maison individuelle,3,False,45.7866598,4.9323435
2654,"Penthouse, 1983",715691,"13 Rue de Marseille, Lyon",30.1,2 pièces,23777,1983.0,Penthouse,2,False,45.8414223,4.9444571
2655,"Maison individuelle, 1980",785650,"4 Place Bellecour, Lyon",82.3,"4 pièces, parking",9546,1980.0,Maison individuelle,4,False,45.8453172,4.8688547
2656,"Résidence étudiante, 2001",353019,"92 Quai Perrache, Lyon",106.4,"2 pièces, balcon",3318,2001.0,Résidence étudiante,2,False,45.8611189,4.8407516
2657,"Maison jumelée, 2013",502894,"27 Rue du Président Édouard Herriot, Lyon",102.8,"3 pièces, ascenseur",4892,2013.0,Maison jumelée,3,False,45.816605,4.8277362
2658,"Studio, 2000",672524,"8 Avenue Jean Jaurès, Lyon",102.4,"5 pièces, duplex",6568,2000.0,Studio,5,False,45.8287475,4.7596223
2659,"Immeuble, 1993",796155,"27 Rue du Président Édouard Herriot, Lyon",53.7,3 pièces,14826,1993.0,Immeuble,3,False,45.7023444,4.9151473
2660,"Appartement, 2021",137335,"27 Rue du Président Édouard Herriot, Lyon",23.6,"4 pièces, jardin",5819,2021.0,Appartement,4,False,45.7783005,4.7785409
2661,"Penthouse, 1985",523040,"13 Rue de Marseille, Lyon",64.2,"3 pièces, terrasse",8147,1985.0,Penthouse,3,False,45.7599238,4.8377411
2662,"Studio, 1980",224614,"8 Avenue Jean Jaurès, Lyon",117.7,1 pièce,1908,1980.0,Studio,1,False,45.8510874,4.8991974
2663,"Maison de ville, 1986",585087,"27 Rue du Président Édouard Herriot, Lyon",98.6,"2 pièces, balcon",5934,1986.0,Maison de ville,2,False,45.8328751,4.913296
2664,"Appartement, 1988",108123,"4 Place Bellecour, Lyon",31.7,2 pièces,3411,1988.0,Appartement,2,False,45.7732811,4.9165423
2665,"Appartement, 1990",111746,"4 Place Bellecour, Lyon",53.2,"4 pièces, parking",2100,1990.0,Appartement,4,False,45.846465,4.8290928
2666,"Penthouse, 2016",708973,"10 Rue de la République, Lyon",41.2,3 pièces,17208,2016.0,Penthouse,3,False,45.8422887,4.8952153
2667,"Résidence étudiante, 2016",747724,"5 Rue Garibaldi, Lyon",40.5,5 pièces,18462,2016.0,Résidence étudiante,5,False,45.8519558,4.7696269
2668,"Immeuble, 2006",217788,"92 Quai Perrache, Lyon",110.9,"2 pièces, balcon",1964,2006.0,Immeuble,2,False,45.7929243,4.9326461
2669,"Résidence de standing, 1997",645574,"8 Avenue Jean Jaurès, Lyon",53.1,1 pièce,12158,1997.0,Résidence de standing,1,False,45.8695627,4.894654
2670,"Immeuble, 2001",469947,"10 Rue de la République, Lyon",71.7,Studio,6554,2001.0,Immeuble,3,False,45.7861621,4.9445355
2671,"Maison individuelle, 2021",780416,"8 Avenue Jean Jaurès, Lyon",115.6,4 pièces,6751,2021.0,Maison individuelle,4,False,45.7611776,4.8291606
2672,"Appartement, 2019",106083,"13 Rue de Marseille, Lyon",55.2,"4 pièces, jardin",1922,2019.0,Appartement,4,False,45.7177239,4.7843455
2673,"Maison de ville, 1975",605953,"4 Place Bellecour, Lyon",21.2,"4 pièces, jardin",28583,1975.0,Maison de ville,4,False,45.8192988,4.9370241
2674,"Maison jumelée, 1974",433237,"92 Quai Perrache, Lyon",69.6,"4 pièces, parking",6225,1974.0,Maison jumelée,4,False,45.7767487,4.9329116
2675,"Penthouse, 2019",298813,"13 Rue de Marseille, Lyon",105.9,4 pièces,2822,2019.0,Penthouse,4,False,45.7154905,4.8472604
2676,"Studio, 2007",380690,"4 Place Bellecour, Lyon",35.3,"2 pièces, balcon",10784,2007.0,Studio,2,False,45.6912253,4.8114432
2677,"Studio, 1977",592408,"17 Rue Pasteur, Lyon",95.5,"4 pièces, jardin",6203,1977.0,Studio,4,False,45.7135292,4.8572521
2678,"Penthouse, 2004",562704,"92 Quai Perrache, Lyon",98.9,1 pièce,5690,2004.0,Penthouse,1,False,45.8124159,4.8955297
2679,"Penthouse, 1989",418824,"92 Quai Perrache, Lyon",40.0,"2 pièces, balcon",10471,1989.0,Penthouse,2,False,45.691291,4.9242618
2680,"Résidence de standing, 1983",775754,"13 Rue de Marseille, Lyon",92.4,5 pièces,8396,1983.0,Résidence de standing,5,False,45.7197699,4.8960661
2681,"Maison de ville, 2001",434592,"2 Rue Victor Hugo, Lyon",44.3,1 pièce,9810,2001.0,Maison de ville,1,False,45.8022611,4.922491
2682,"Loft, 1987",648546,"17 Rue Pasteur, Lyon",57.5,"5 pièces, duplex",11279,1987.0,Loft,5,False,45.8270681,4.9200431
2683,"Immeuble, 2011",549666,"8 Avenue Jean Jaurès, Lyon",71.9,"4 pièces, jardin",7645,2011.0,Immeuble,4,False,45.7162734,4.8272448
2684,"Résidence étudiante, 2015",672438,"4 Place Bellecour, Lyon",119.5,5 pièces,5627,2015.0,Résidence étudiante,5,False,45.7775224,4.7502842
2685,"Résidence de standing, 2005",702826,"92 Quai Perrache, Lyon",119.6,Studio,5876,2005.0,Résidence de standing,3,False,45.7220388,4.8785445
2686,"Maison individuelle, 2002",702250,"17 Rue Pasteur, Lyon",62.1,"4 pièces, jardin",11308,2002.0,Maison individuelle,4,False,45.8660028,4.7882567
2687,"Résidence étudiante, 2021",745828,"8 Avenue Jean Jaurès, Lyon",64.3,"3 pièces, terrasse",11599,2021.0,Résidence étudiante,3,False,45.8415733,4.7852082
2688,"Résidence de standing, 1990",350000,"25 Quai Saint-Antoine, Lyon",107.8,2 pièces,3247,1990.0,Résidence de standing,2,False,45.8112902,4.783777
2689,"Appartement, 2006",120735,"2 Rue Victor Hugo, Lyon",31.2,"4 pièces, jardin",3870,2006.0,Appartement,4,False,45.7328297,4.8869232
2690,"Appartement, 1993",117404,"2 Rue Victor Hugo, Lyon",30.1,1 pièce,3900,1993.0,Appartement,1,False,45.7291447,4.814295
2691,"Maison jumelée, 1979",739203,"13 Rue de Marseille, Lyon",53.1,"2 pièces, balcon",13921,1979.0,Maison jumelée,2,False,45.8386266,4.8624645
2692,"Studio, 2002",254619,"17 Rue Pasteur, Lyon",49.6,1 pièce,5133,2002.0,Studio,1,False,45.7752733,4.8317086
2693,"Maison de ville, 1990",530250,"2 Rue Victor Hugo, Lyon",81.0,1 pièce,6546,1990.0,Maison de ville,1,False,45.7196847,4.8109891
2694,"Maison de ville, 2023",401921,"13 Rue de Marseille, Lyon",58.5,2 pièces,6870,2023.0,Maison de ville,2,False,45.7643377,4.8253506
2695,"Appartement, 2000",97064,"5 Rue Garibaldi, Lyon",61.1,"4 pièces, jardin",1589,2000.0,Appartement,4,False,45.8278057,4.7783199
2696,"Maison de ville, 1991",628700,"10 Rue de la République, Lyon",27.0,"2 pièces, balcon",23285,1991.0,Maison de ville,2,False,45.7765233,4.7546812
2697,"Immeuble, 2002",227728,"4 Place Bellecour, Lyon",23.7,"4 pièces, jardin",9609,2002.0,Immeuble,4,False,45.7560511,4.9435612
2698,"Studio, 2011",569026,"4 Place Bellecour, Lyon",63.0,Studio,9032,2011.0,Studio,1,False,45.8445445,4.8352364
2699,"Résidence de standing, 1987",787234,"17 Rue Pasteur, Lyon",114.5,3 pièces,6875,1987.0,Résidence de standing,3,False,45.7831538,4.8733228
2700,"Appartement, 1986",157277,"13 Rue de Marseille, Lyon",63.1,1 pièce,2493,1986.0,Appartement,1,False,45.8608352,4.7943128
2701,"Maison jumelée, 2009",464847,"5 Rue Garibaldi, Lyon",106.5,3 pièces,4365,2009.0,Maison jumelée,3,False,45.760429,4.8665802
2702,"Maison jumelée, 1970",549512,"25 Quai Saint-Antoine, Lyon",108.7,"5 pièces, duplex",5055,1970.0,Maison jumelée,5,False,45.7538242,4.8894464
2703,"Penthouse, 1997",695520,"92 Quai Perrache, Lyon",33.9,4 pièces,20517,1997.0,Penthouse,4,False,45.76829,4.8656303
2704,"Loft, 2011",728757,"13 Rue de Marseille, Lyon",48.7,Studio,14964,2011.0,Loft,2,False,45.8028322,4.8064749
2705,"Résidence étudiante, 1985",326834,"5 Rue Garibaldi, Lyon",67.9,3 pièces,4813,1985.0,Résidence étudiante,3,False,45.7600934,4.8643944
2706,"Résidence de standing, 1990",304642,"8 Avenue Jean Jaurès, Lyon",28.4,1 pièce,10727,1990.0,Résidence de standing,1,False,45.7154259,4.9282681
2707,"Loft, 1983",368328,"4 Place Bellecour, Lyon",72.4,Studio,5087,1983.0,Loft,2,False,45.7524882,4.8024637
2708,"Penthouse, 2001",594646,"27 Rue du Président Édouard Herriot, Lyon",48.2,"4 pièces, jardin",12337,2001.0,Penthouse,4,False,45.6955621,4.8328073
2709,"Résidence étudiante, 2009",601231,"8 Avenue Jean Jaurès, Lyon",19.6,"4 pièces, parking",30675,2009.0,Résidence étudiante,4,False,45.7103926,4.8095674
2710,"Résidence étudiante, 1990",683946,"5 Rue Garibaldi, Lyon",21.9,"3 pièces, ascenseur",31230,1990.0,Résidence étudiante,3,False,45.6951987,4.7818919
2711,"Résidence de standing, 1975",675272,"2 Rue Victor Hugo, Lyon",114.8,5 pièces,5882,1975.0,Résidence de standing,5,False,45.7818456,4.8824166
2712,"Penthouse, 1975",793891,"2 Rue Victor Hugo, Lyon",98.6,1 pièce,8052,1975.0,Penthouse,1,False,45.8303812,4.9223983
2713,"Maison jumelée, 1977",689424,"5 Rue Garibaldi, Lyon",51.1,4 pièces,13492,1977.0,Maison jumelée,4,False,45.7786348,4.7764442
2714,"Maison de ville, 1992",441941,"5 Rue Garibaldi, Lyon",93.4,3 pièces,4732,1992.0,Maison de ville,3,False,45.83438,4.937959
2715,"Résidence de standing, 1980",620351,"5 Rue Garibaldi, Lyon",97.3,5 pièces,6376,1980.0,Résidence de standing,5,False,45.8325683,4.7643046
2716,"Loft, 2012",622688,"5 Rue Garibaldi, Lyon",70.9,3 pièces,8783,2012.0,Loft,3,False,45.6972482,4.879818
2717,"Loft, 2024",779541,"10 Rue de la République, Lyon",56.9,5 pièces,13700,2024.0,Loft,5,False,45.7947036,4.858457
2718,"Résidence étudiante, 2003",794937,"25 Quai Saint-Antoine, Lyon",96.0,Studio,8281,2003.0,Résidence étudiante,2,False,45.7426978,4.8860131
2719,"Studio, 1988",216589,"4 Place Bellecour, Lyon",26.2,1 pièce,8267,1988.0,Studio,1,False,45.6948021,4.806848
2720,"Loft, 1980",324490,"5 Rue Garibaldi, Lyon",72.1,Studio,4501,1980.0,Loft,3,False,45.8625904,4.8507469
2721,"Résidence étudiante, 1979",343971,"2 Rue Victor Hugo, Lyon",73.5,1 pièce,4680,1979.0,Résidence étudiante,1,False,45.8677938,4.7553586
2722,"Maison jumelée, 2020",407295,"10 Rue de la République, Lyon",100.2,5 pièces,4065,2020.0,Maison jumelée,5,False,45.7391095,4.9382333
2723,"Loft, 1971",481252,"8 Avenue Jean Jaurès, Lyon",110.9,3 pièces,4340,1971.0,Loft,3,False,45.8493021,4.9223297
2724,"Studio, 2001",331954,"4 Place Bellecour, Lyon",25.0,1 pièce,13278,2001.0,Studio,1,False,45.7677187,4.8245519
2725,"Penthouse, 2016",377141,"17 Rue Pasteur, Lyon",88.2,Studio,4276,2016.0,Penthouse,1,False,45.7674129,4.8663218
2726,"Maison de ville, 2019",353869,"25 Quai Saint-Antoine, Lyon",50.5,2 pièces,7007,2019.0,Maison de ville,2,False,45.7056214,4.7881383
2727,"Appartement, 1991",133387,"10 Rue de la République, Lyon",40.1,5 pièces,3326,1991.0,Appartement,5,False,45.7569467,4.8015525
2728,"Loft, 1980",793521,"92 Quai Perrache, Lyon",99.9,1 pièce,7943,1980.0,Loft,1,False,45.7783628,4.9226037
2729,"Maison individuelle, 1996",282202,"2 Rue Victor Hugo, Lyon",34.7,4 pièces,8133,1996.0,Maison individuelle,4,False,45.8668122,4.8005027
2730,"Loft, 2014",757420,"13 Rue de Marseille, Lyon",115.0,5 pièces,6586,2014.0,Loft,5,False,45.8287909,4.7582886
2731,"Maison individuelle, 2018",365868,"17 Rue Pasteur, Lyon",30.3,3 pièces,12075,2018.0,Maison individuelle,3,False,45.7290557,4.8397682
2732,"Immeuble, 1971",545214,"25 Quai Saint-Antoine, Lyon",49.6,"3 pièces, ascenseur",10992,1971.0,Immeuble,3,False,45.6983037,4.8858489
2733,"Résidence de standing, 2023",405616,"17 Rue Pasteur, Lyon",43.7,Studio,9282,2023.0,Résidence de standing,2,False,45.7148028,4.888006
2734,"Résidence de standing, 1987",372254,"4 Place Bellecour, Lyon",42.7,4 pièces,8718,1987.0,Résidence de standing,4,False,45.7885266,4.9336181
2735,"Maison individuelle, 1989",547116,"5 Rue Garibaldi, Lyon",101.9,3 pièces,5369,1989.0,Maison individuelle,3,False,45.8361893,4.8577225
2736,"Maison individuelle, 1990",500273,"5 Rue Garibaldi, Lyon",93.0,"3 pièces, terrasse",5379,1990.0,Maison individuelle,3,False,45.8502101,4.944467
2737,"Maison individuelle, 2019",608046,"8 Avenue Jean Jaurès, Lyon",21.7,3 pièces,28021,2019.0,Maison individuelle,3,False,45.7926117,4.8289473
2738,"Résidence étudiante, 1985",751044,"4 Place Bellecour, Lyon",95.7,1 pièce,7848,1985.0,Résidence étudiante,1,False,45.7840699,4.7889912
2739,"Appartement, 2014",116498,"13 Rue de Marseille, Lyon",46.6,"3 pièces, terrasse",2500,2014.0,Appartement,3,False,45.8651082,4.87411
2740,"Immeuble, 2007",795618,"4 Place Bellecour, Lyon",85.1,2 pièces,9349,2007.0,Immeuble,2,False,45.8141494,4.9450265
2741,"Résidence de standing, 1990",609012,"25 Quai Saint-Antoine, Lyon",67.2,5 pièces,9063,1990.0,Résidence de standing,5,False,45.7199858,4.9385374
2742,"Immeuble, 1970",338690,"13 Rue de Marseille, Lyon",66.3,1 pièce,5108,1970.0,Immeuble,1,False,45.8268743,4.9250151
2743,"Penthouse, 1970",372766,"13 Rue de Marseille, Lyon",35.4,"3 pièces, terrasse",10530,1970.0,Penthouse,3,False,45.8467473,4.9019175
2744,"Maison jumelée, 1974",241161,"92 Quai Perrache, Lyon",84.4,"3 pièces, terrasse",2857,1974.0,Maison jumelée,3,False,45.8091804,4.7791538
2745,"Résidence de standing, 2005",256615,"13 Rue de Marseille, Lyon",40.9,"5 pièces, duplex",6274,2005.0,Résidence de standing,5,False,45.8372646,4.8943092
2746,"Loft, 1971",422876,"2 Rue Victor Hugo, Lyon",98.6,"3 pièces, ascenseur",4289,1971.0,Loft,3,False,45.861492,4.774709
2747,"Studio, 1999",568589,"92 Quai Perrache, Lyon",54.5,"4 pièces, jardin",10433,1999.0,Studio,4,False,45.7613699,4.8136467
2748,"Appartement, 2003",109273,"2 Rue Victor Hugo, Lyon",79.0,"5 pièces, duplex",1383,2003.0,Appartement,5,False,45.8219294,4.85617
2749,"Penthouse, 1991",646453,"27 Rue du Président Édouard Herriot, Lyon",89.4,1 pièce,7231,1991.0,Penthouse,1,False,45.7266814,4.7813078
2750,"Maison jumelée, 2022",620499,"17 Rue Pasteur, Lyon",107.1,"4 pièces, jardin",5794,2022.0,Maison jumelée,4,False,45.8512317,4.9310648
2751,"Immeuble, 1999",498220,"92 Quai Perrache, Lyon",26.0,4 pièces,19162,1999.0,Immeuble,4,False,45.8473926,4.9259583
2752,"Maison de ville, 1988",558468,"5 Rue Garibaldi, Lyon",51.7,Studio,10802,1988.0,Maison de ville,1,False,45.8598197,4.9027774
2753,"Studio, 1979",713358,"4 Place Bellecour, Lyon",113.5,"5 pièces, duplex",6285,1979.0,Studio,5,False,45.827883,4.7643203
2754,"Appartement, 1999",137423,"2 Rue Victor Hugo, Lyon",67.8,Studio,2027,1999.0,Appartement,3,False,45.869064,4.9194138
2755,"Appartement, 2007",151407,"10 Rue de la République, Lyon",95.0,"3 pièces, terrasse",1594,2007.0,Appartement,3,False,45.7247771,4.9150668
2756,"Résidence étudiante, 1986",479375,"27 Rue du Président Édouard Herriot, Lyon",58.2,"3 pièces, terrasse",8237,1986.0,Résidence étudiante,3,False,45.7803622,4.9042305
2757,"Appartement, 1991",137311,"17 Rue Pasteur, Lyon",108.6,"3 pièces, terrasse",1264,1991.0,Appartement,3,False,45.810307,4.7739684
2758,"Maison individuelle, 2001",482954,"25 Quai Saint-Antoine, Lyon",87.4,"2 pièces, balcon",5526,2001.0,Maison individuelle,2,False,45.6966952,4.7706938
2759,"Loft, 1991",749448,"92 Quai Perrache, Lyon",108.7,"4 pièces, parking",6895,1991.0,Loft,4,False,45.7471111,4.7772484
2760,"Maison jumelée, 2001",241596,"17 Rue Pasteur, Lyon",97.8,1 pièce,2470,2001.0,Maison jumelée,1,False,45.8028018,4.7592981
2761,"Résidence de standing, 2000",718363,"92 Quai Perrache, Lyon",30.7,"3 pièces, terrasse",23399,2000.0,Résidence de standing,3,False,45.8099716,4.8239618
2762,"Studio, 1989",350967,"27 Rue du Président Édouard Herriot, Lyon",35.8,4 pièces,9804,1989.0,Studio,4,False,45.8419289,4.915674
2763,"Appartement, 2007",118159,"13 Rue de Marseille, Lyon",84.0,3 pièces,1407,2007.0,Appartement,3,False,45.8659405,4.8332522
2764,"Penthouse, 1970",625807,"17 Rue Pasteur, Lyon",90.2,"4 pièces, parking",6938,1970.0,Penthouse,4,False,45.8332031,4.8063099
2765,"Loft, 2005",309636,"17 Rue Pasteur, Lyon",62.5,"3 pièces, ascenseur",4954,2005.0,Loft,3,False,45.813612,4.7897124
2766,"Maison jumelée, 2024",663506,"17 Rue Pasteur, Lyon",80.0,"3 pièces, ascenseur",8294,2024.0,Maison jumelée,3,False,45.7443401,4.8553123
2767,"Maison jumelée, 1992",780293,"27 Rue du Président Édouard Herriot, Lyon",44.1,3 pièces,17694,1992.0,Maison jumelée,3,False,45.7338239,4.7727378
2768,"Loft, 1990",675338,"13 Rue de Marseille, Lyon",112.2,1 pièce,6019,1990.0,Loft,1,False,45.8548149,4.8197282
2769,"Maison de ville, 2018",659008,"4 Place Bellecour, Lyon",68.0,5 pièces,9691,2018.0,Maison de ville,5,False,45.8146658,4.8564247
2770,"Penthouse, 2019",410337,"92 Quai Perrache, Lyon",98.3,"2 pièces, balcon",4174,2019.0,Penthouse,2,False,45.837171,4.8401176
2771,"Maison individuelle, 2004",334857,"17 Rue Pasteur, Lyon",58.3,"3 pièces, terrasse",5744,2004.0,Maison individuelle,3,False,45.7605429,4.8744902
2772,"Studio, 2005",779440,"27 Rue du Président Édouard Herriot, Lyon",27.3,"3 pièces, ascenseur",28551,2005.0,Studio,3,False,45.8308156,4.8044414
2773,"Immeuble, 2020",519856,"10 Rue de la République, Lyon",106.5,"5 pièces, duplex",4881,2020.0,Immeuble,5,False,45.7650589,4.780332
2774,"Appartement, 2024",107044,"17 Rue Pasteur, Lyon",36.4,2 pièces,2941,2024.0,Appartement,2,False,45.7155637,4.9151771
2775,"Immeuble, 1975",369341,"2 Rue Victor Hugo, Lyon",118.8,3 pièces,3109,1975.0,Immeuble,3,False,45.8080519,4.8090849
